outer_fold,source_scheme,target,selection_uar_weight,selection_macro_f1_weight,selected_tau,inner_selection_score,inner_uar,inner_macro_f1,inner_repeat
5,muq_multitask,head_resonance,0.5,0.5,0.25,0.3876482641917372,0.3964569384516193,0.3788395899318553,0
5,muq_multitask,front_placement,0.5,0.5,0.75,0.4535026356420639,0.4824726885508827,0.424532582733245,0
5,muq_multitask,back_placement,0.5,0.5,1.0,0.5109753401317728,0.5906952320940978,0.4312554481694478,0
5,muq_multitask,open_throat,0.5,0.5,0.0,0.3551400699828337,0.3533837291076038,0.3568964108580637,0
5,muq_multitask,breathiness,0.5,0.5,0.0,0.5770335326704095,0.5735831560573829,0.5804839092834362,0
5,muq_multitask,vibrato,0.5,0.5,0.5,0.4428066999547021,0.4803560190596063,0.4052573808497979,0
0,muq_multitask,chest_resonance,0.5,0.5,0.5,0.3660017385581787,0.3898955405311032,0.3421079365852542,1
0,muq_multitask,head_resonance,0.5,0.5,0.5,0.3714841161503298,0.3968294051627385,0.3461388271379211,1
0,muq_multitask,front_placement,0.5,0.5,1.0,0.392578744725332,0.4146467458549863,0.3705107435956776,1
0,muq_multitask,back_placement,0.5,0.5,1.0,0.4437137149780827,0.4898589065255732,0.3975685234305924,1
0,muq_multitask,open_throat,0.5,0.5,0.25,0.3204808415719866,0.3281192321889996,0.3128424509549736,1
0,muq_multitask,breathiness,0.5,0.5,0.0,0.6038851034730444,0.6157709997579279,0.5919992071881607,1
0,muq_multitask,vibrato,0.5,0.5,0.0,0.4363376961593885,0.425663395129044,0.447011997189733,1
1,muq_multitask,chest_resonance,0.5,0.5,0.5,0.4285164768878045,0.4814518035624254,0.3755811502131836,1
1,muq_multitask,head_resonance,0.5,0.5,0.75,0.3916180112880574,0.4447620386737372,0.3384739839023776,1
1,muq_multitask,front_placement,0.5,0.5,0.5,0.4121735477081314,0.4232377585325171,0.4011093368837456,1
1,muq_multitask,back_placement,0.5,0.5,0.25,0.4394824197941822,0.4405235240679714,0.438441315520393,1
1,muq_multitask,open_throat,0.5,0.5,0.5,0.3754921664147854,0.4065030064363144,0.3444813263932564,1
1,muq_multitask,breathiness,0.5,0.5,0.5,0.5715701174748573,0.5979004889272361,0.5452397460224785,1
1,muq_multitask,vibrato,0.5,0.5,0.25,0.4120803357850393,0.4278147423352902,0.3963459292347884,1
2,muq_multitask,chest_resonance,0.5,0.5,0.5,0.3506652811166268,0.4078767702388501,0.2934537919944036,1
2,muq_multitask,head_resonance,0.5,0.5,0.5,0.3570406062818203,0.3867574167292981,0.3273237958343425,1
2,muq_multitask,front_placement,0.5,0.5,0.25,0.4293014819653041,0.4523283427981415,0.4062746211324669,1
2,muq_multitask,back_placement,0.5,0.5,0.5,0.4184167856374049,0.454408768077235,0.3824248031975748,1
2,muq_multitask,open_throat,0.5,0.5,0.5,0.3659965764684955,0.4560759258829804,0.2759172270540104,1
2,muq_multitask,breathiness,0.5,0.5,0.0,0.5554728358871099,0.5519036519036519,0.5590420198705679,1
2,muq_multitask,vibrato,0.5,0.5,0.5,0.3913350857029647,0.4438469361810322,0.3388232352248972,1
3,muq_multitask,chest_resonance,0.5,0.5,0.0,0.3752890247564449,0.3735394485394485,0.3770386009734412,1
3,muq_multitask,head_resonance,0.5,0.5,0.25,0.3233826830206269,0.3337673611111111,0.3129980049301426,1
