method,estimand,level,target,uar,macro_f1,accuracy
MERT/MuQ posterior fusion,segment_weighted,target,breathiness,0.499385490800971,0.49211264188641834,0.8475115740740741
MERT/MuQ posterior fusion,segment_weighted,target,chest_resonance,0.3326944808165567,0.3366905906985138,0.5176504629629629
MERT/MuQ posterior fusion,segment_weighted,target,front_placement,0.3456917138198185,0.3428249843987305,0.7502893518518519
MERT/MuQ posterior fusion,segment_weighted,target,head_resonance,0.31579882634328865,0.31222997475735054,0.484375
MERT/MuQ posterior fusion,segment_weighted,target,open_throat,0.303099777153653,0.29839632877547606,0.6357060185185185
MERT/MuQ posterior fusion,segment_weighted,target,vibrato,0.35617542694006726,0.3511921307416201,0.6556712962962963
MERT/MuQ posterior fusion,segment_weighted,target_macro,ALL,0.35656183129790486,0.3537938199579319,0.6529844576719576
MERT/MuQ posterior fusion,source_equal_weighted,target,back_placement,0.3363758192882967,0.3359984977705053,0.6748398494404515
MERT/MuQ posterior fusion,source_equal_weighted,target,breathiness,0.49903410737574794,0.493128593195019,0.8531986393570822
MERT/MuQ posterior fusion,source_equal_weighted,target,chest_resonance,0.3370129611874336,0.3382398557086448,0.5337677229321275
MERT/MuQ posterior fusion,source_equal_weighted,target,front_placement,0.34102599673297024,0.33870987030675065,0.7531342305892315
MERT/MuQ posterior fusion,source_equal_weighted,target,head_resonance,0.3141474748181371,0.3088519959477687,0.48421790111667457
MERT/MuQ posterior fusion,source_equal_weighted,target,open_throat,0.30735384848425895,0.30067001390024556,0.6382527727540189
MERT/MuQ posterior fusion,source_equal_weighted,target,vibrato,0.3580776879770751,0.35555064955626636,0.6729704229309753
MERT/MuQ posterior fusion,source_equal_weighted,target_macro,ALL,0.35614684226627424,0.3530213537693143,0.6586259341600803
MERT/MuQ posterior fusion,aria_equal_weighted,target,back_placement,0.3312851263652559,0.32604874550602964,0.6290335168942705
MERT/MuQ posterior fusion,aria_equal_weighted,target,breathiness,0.4964968103466964,0.4888957414755885,0.845476491113998
MERT/MuQ posterior fusion,aria_equal_weighted,target,chest_resonance,0.33975663901965547,0.34127899209244233,0.5369136311011989
MERT/MuQ posterior fusion,aria_equal_weighted,target,front_placement,0.341964670506566,0.3362671348158109,0.7213112091570042
MERT/MuQ posterior fusion,aria_equal_weighted,target,head_resonance,0.3093318776683758,0.30203910402648093,0.4902049344964734
MERT/MuQ posterior fusion,aria_equal_weighted,target,open_throat,0.309559475369779,0.30207871334045255,0.6019874534909341
MERT/MuQ posterior fusion,aria_equal_weighted,target,vibrato,0.3556008769387256,0.3542727643901213,0.7077483295449193
MERT/MuQ posterior fusion,aria_equal_weighted,target_macro,ALL,0.3548564966021505,0.350125885092418,0.6475250808283998
MuQ multi-task,segment_weighted,target,back_placement,0.3534603387139866,0.3545614683747222,0.6516203703703703
MuQ multi-task,segment_weighted,target,breathiness,0.5083670017657835,0.5085271317829457,0.8165509259259259
MuQ multi-task,segment_weighted,target,chest_resonance,0.32524200114394886,0.32351877793110917,0.48842592592592593
MuQ multi-task,segment_weighted,target,front_placement,0.3610856558071031,0.36179650545723274,0.7219328703703703
MuQ multi-task,segment_weighted,target,head_resonance,0.3119654867040964,0.3062508049624557,0.4609375
MuQ multi-task,segment_weighted,target,open_throat,0.30691916085396076,0.29974153391510205,0.6064814814814815
MuQ multi-task,segment_weighted,target,vibrato,0.35035629042966887,0.3504945688929147,0.6085069444444444
MuQ multi-task,segment_weighted,target_macro,ALL,0.3596279907740783,0.3578415416166404,0.6220651455026455
MuQ multi-task,source_equal_weighted,target,back_placement,0.34303085199723343,0.3439662187479782,0.6410929451311456
MuQ multi-task,source_equal_weighted,target,breathiness,0.5085468798366083,0.5087953936775567,0.824832318528276
MuQ multi-task,source_equal_weighted,target,chest_resonance,0.3286151062226571,0.32395821564669064,0.5025030780376413
MuQ multi-task,source_equal_weighted,target,front_placement,0.35480517053515365,0.35545202004412535,0.7228430575062621
MuQ multi-task,source_equal_weighted,target,head_resonance,0.30828836977332247,0.3021300407243223,0.46282452010582587
MuQ multi-task,source_equal_weighted,target,open_throat,0.309470212281401,0.29770120642811293,0.6101068292043192
MuQ multi-task,source_equal_weighted,target,vibrato,0.34782643741201097,0.3479432636477186,0.6300095607366142
MuQ multi-task,source_equal_weighted,target_macro,ALL,0.3572261468654839,0.3542780512737864,0.6277446156071548
MuQ multi-task,aria_equal_weighted,target,back_placement,0.3384655202524032,0.33908903721181494,0.597626643407416
MuQ multi-task,aria_equal_weighted,target,breathiness,0.5064557480787808,0.5060254174166237,0.8247555394802556
MuQ multi-task,aria_equal_weighted,target,chest_resonance,0.32511132930813624,0.32127150815375655,0.495867600394188
MuQ multi-task,aria_equal_weighted,target,front_placement,0.3602145843473574,0.36221047612322327,0.691671616153979
MuQ multi-task,aria_equal_weighted,target,head_resonance,0.30619111171503094,0.29944235337987934,0.4725053579539828
MuQ multi-task,aria_equal_weighted,target,open_throat,0.31027222117062675,0.2990754922267017,0.5749234115346871
MuQ multi-task,aria_equal_weighted,target,vibrato,0.3534542325961046,0.3542156527572023,0.6727131955665755
MuQ multi-task,aria_equal_weighted,target_macro,ALL,0.3571663924954914,0.3544757053241717,0.6185804806415833
eGeMAPS (inner-tuned),segment_weighted,target,back_placement,0.3585724477349664,0.35752988132961067,0.6469907407407407
eGeMAPS (inner-tuned),segment_weighted,target,breathiness,0.5009358239013477,0.49958690708390474,0.8229166666666666
eGeMAPS (inner-tuned),segment_weighted,target,chest_resonance,0.3216983787412123,0.32088078821912397,0.49363425925925924
eGeMAPS (inner-tuned),segment_weighted,target,front_placement,0.3254139007887544,0.32400720260845733,0.6990740740740741
eGeMAPS (inner-tuned),segment_weighted,target,head_resonance,0.29077624570624866,0.29155951297466143,0.4832175925925926
eGeMAPS (inner-tuned),segment_weighted,target,open_throat,0.288697873349493,0.28484702528662276,0.5908564814814815
eGeMAPS (inner-tuned),segment_weighted,target,vibrato,0.37908537439965606,0.3699857580859276,0.6180555555555556
eGeMAPS (inner-tuned),segment_weighted,target_macro,ALL,0.3521685778030969,0.3497710107983298,0.6221064814814815
eGeMAPS (inner-tuned),source_equal_weighted,target,back_placement,0.35581847335502315,0.35491616535455733,0.6499469306932548
eGeMAPS (inner-tuned),source_equal_weighted,target,breathiness,0.498987265047415,0.49774242378222583,0.8300111737881072
eGeMAPS (inner-tuned),source_equal_weighted,target,chest_resonance,0.326140186309269,0.32256640542603154,0.5083066192451703
eGeMAPS (inner-tuned),source_equal_weighted,target,front_placement,0.3280129593759599,0.32668067344240476,0.7142826463837543
eGeMAPS (inner-tuned),source_equal_weighted,target,head_resonance,0.2918752762946675,0.292195687605276,0.48298064329947743
eGeMAPS (inner-tuned),source_equal_weighted,target,open_throat,0.2897685048148514,0.28239773274290614,0.5934595689368778
eGeMAPS (inner-tuned),source_equal_weighted,target,vibrato,0.3774109529042489,0.3690754261231783,0.6344136312656526
eGeMAPS (inner-tuned),source_equal_weighted,target_macro,ALL,0.3525733740144907,0.3493677877823686,0.6304858876588993
eGeMAPS (inner-tuned),aria_equal_weighted,target,back_placement,0.358458189766481,0.35735723160250094,0.6112751244091603
eGeMAPS (inner-tuned),aria_equal_weighted,target,breathiness,0.5025388069268356,0.5009664269937694,0.8283969098878562
eGeMAPS (inner-tuned),aria_equal_weighted,target,chest_resonance,0.3234578917029634,0.3213039476790445,0.5012135601603244
eGeMAPS (inner-tuned),aria_equal_weighted,target,front_placement,0.3300096833175958,0.32764602185757447,0.6899615602309748
eGeMAPS (inner-tuned),aria_equal_weighted,target,head_resonance,0.28911078362157877,0.2875097395735508,0.4826619901427073
eGeMAPS (inner-tuned),aria_equal_weighted,target,open_throat,0.2919547416400602,0.28386777041867844,0.5662116705639085
eGeMAPS (inner-tuned),aria_equal_weighted,target,vibrato,0.3887287464374129,0.3800619110046486,0.6561462044398834
eGeMAPS (inner-tuned),aria_equal_weighted,target_macro,ALL,0.3548941204875611,0.3512447213042525,0.6194095742621164
